"","name","category_list","market","funding_total_usd","status","state_code","region","city","funding_rounds","founded_at","founded_month","founded_quarter","founded_year","seed","venture","equity_crowdfunding","undisclosed","convertible_note","debt_financing","angel","grant","private_equity","post_ipo_equity","post_ipo_debt","secondary_market","product_crowdfunding","round_A","round_B","round_C","round_D","round_E","round_F","round_G","round_H","first_funding_day","first_funding_month","first_funding_year","last_funding_day","last_funding_month","last_funding_year","post_success"
"15538","Microarrays","|Biotechnology|","Biotechnology",1e+06,"operating","AL","Huntsville","Huntsville",1,"1","1","Q1","1999",0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","8","2010","27","8","2010","0"
"15540","Microbio Pharma","|Medical|","Medical",5e+05,"operating","CA","Los Angeles","Encino",1,"22","4","Q2","2013",0,0,5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","6","2014","26","6","2014","0"
"15541","Microbiome Therapeutics","|Biotechnology|","Biotechnology",1330000,"operating","CO","Denver","Broomfield",2,"1","1","Q1","2009",1300000,0,0,0,0,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20","12","2013","23","10","2014","0"
"15542","Microbion","|Biotechnology|","Biotechnology",2892063,"operating","MT","Bozeman","Bozeman",5,"1","1","Q1","1982",0,2892063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","10","2009","22","1","2014","0"
"15543","MicroCHIPS","|Health Care|","Health Care",25712500,"operating","MA","Boston","Bedford",2,"1","1","Q1","1999",0,25712500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","3","2009","7","1","2010","0"
"15545","Microdermis","|Biotechnology|","Biotechnology",4251720,"operating","NJ","Newark","Princeton",3,"1","1","Q1","2008",0,3876720,0,0,375000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","10","2010","4","9","2012","0"
"15548","Microfabrica","|Energy|Hardware|Hardware + Software|","Energy",33499999,"operating","CA","Los Angeles","Van Nuys",3,"1","1","Q1","1999",2999999,30500000,0,0,0,0,0,0,0,0,0,0,0,0,22500000,8e+06,0,0,0,0,0,"15","8","2006","5","1","2012","0"
"15550","MicroGREEN Polymers","|Clean Technology|","Clean Technology",51414039,"operating","WA","Seattle","Arlington",5,"1","1","Q1","2002",0,43659039,0,0,0,7755000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22","3","2010","8","7","2014","0"
"15552","Microlaunchers","|Travel|","Travel",25000,"operating","NV","Las Vegas","Las Vegas",1,"1","10","Q4","1995",25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","10","2013","1","10","2013","0"
"15556","Micron Technology","|Semiconductors|","Semiconductors",50410400,"operating","ID","Boise","Boise",4,"1","1","Q1","1978",0,50410400,0,0,0,0,0,0,0,0,0,0,0,6410400,1.2e+07,3.2e+07,0,0,0,0,0,"25","10","2006","1","9","2013","0"
"15557","Micronotes","|Analytics|","Analytics",301076,"operating","MA","Boston","Cambridge",1,"1","1","Q1","2008",0,301076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","11","2009","30","11","2009","0"
"15559","MicroPower Global","|Semiconductors|","Semiconductors",4225250,"operating","KS","KS - Other","Hamilton",4,"1","1","Q1","2008",0,4225250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12","4","2010","23","10","2013","0"
"15560","MicroPower Technologies","|Security|","Security",14200000,"operating","CA","San Diego","San Diego",3,"1","1","Q1","2008",0,8500000,0,0,0,0,0,0,5700000,0,0,0,0,0,0,0,0,0,0,0,0,"9","1","2012","20","8","2014","0"
"15561","MicroQuant","|Analytics|","Analytics",740000,"operating","NC","Raleigh","Raleigh",1,"1","1","Q1","2008",0,740000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22","3","2013","22","3","2013","0"
"15562","MICROrganic Technologies","|Biotechnology|","Biotechnology",429997,"operating","NY","Albany, New York","Troy",2,"1","1","Q1","2010",0,429997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","10","2013","5","9","2014","0"
"15563","Microsonic Systems","|Biotechnology|","Biotechnology",1924006,"operating","CA","SF Bay Area","San Jose",2,"1","1","Q1","2004",0,1924006,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","7","2009","16","9","2010","0"
"15565","MicroTransponder","|Health Care|","Health Care",8079068,"operating","TX","Dallas","Dallas",3,"1","1","Q1","2007",3400000,4679068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","4","2010","3","9","2013","0"
"15567","Microventures","|Crowdfunding|Venture Capital|Finance|","Crowdfunding",450000,"operating","TX","Austin","Austin",2,"1","10","Q4","2009",0,450000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","10","2011","16","12","2011","0"
"15569","MicroVision","|Technology|Displays|Hardware + Software|","Displays",1.1e+08,"operating","WA","Seattle","Redmond",3,"1","1","Q1","1993",0,6e+07,0,0,0,5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22","6","2009","13","9","2011","0"
"15570","MicuRx Pharmaceuticals","|Biotechnology|","Biotechnology",2.5e+07,"operating","CA","SF Bay Area","Hayward",1,"1","1","Q1","2007",0,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,2.5e+07,0,0,0,0,0,0,"22","8","2013","22","8","2013","0"
"15571","MID Labs","|Health Care|Medical Devices|Medical|","Medical",5.1e+07,"operating","CA","SF Bay Area","San Leandro",1,"1","1","Q1","1981",0,5.1e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","10","2014","16","10","2014","0"
"15572","Mid-America consulting Group","|Biotechnology|","Biotechnology",6367916,"closed","OH","Cleveland","Cleveland",1,"1","1","Q1","1986",0,6367916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","5","2010","4","5","2010","0"
"15575","MiddleGate","|Biotechnology|","Biotechnology",996000,"operating","OR","Portland, Oregon","Lake Oswego",2,"1","1","Q1","2010",0,896000,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","5","2013","5","8","2014","0"
"15577","Midnight Studios","|Games|","Games",541680,"operating","TX","Austin","Round Rock",1,"1","1","Q1","2007",0,541680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","7","2011","6","7","2011","0"
"15578","Midverse Studios","|Games|","Games",6500000,"operating","CA","SF Bay Area","Mountain View",1,"1","1","Q1","2012",0,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","2","2014","28","2","2014","0"
"15579","Midwest Compliance Laboratories","|Medical|","Medical",2e+05,"operating","IN","IN - Other","Terre Haute",1,"16","9","Q3","2008",0,0,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","9","2014","23","9","2014","0"
"15582","Mieple","|Curated Web|","Curated Web",1400100,"closed","CA","SF Bay Area","San Francisco",1,"1","1","Q1","2011",0,1400100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"12","3","2013","12","3","2013","0"
"15585","MightyMeeting","|Curated Web|","Curated Web",3e+05,"operating","NY","Long Island","East Setauket",2,"1","12","Q4","2009",3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","5","2010","28","7","2010","0"
"15586","MightyNest","|E-Commerce|","E-Commerce",685000,"operating","IL","Chicago","Evanston",2,"1","1","Q1","2009",0,685000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"6","3","2012","1","10","2013","0"
"15591","Migo.me","|Online Dating|Social Network Media|Curated Web|","Online Dating",3e+05,"operating","CA","SF Bay Area","San Francisco",1,"1","2","Q1","2013",0,0,0,0,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","7","2013","16","7","2013","0"
"15592","MIGSIF","|Real Estate|","Real Estate",1.2e+07,"operating","CA","SF Bay Area","San Mateo",1,"10","7","Q3","2009",0,0,0,0,0,1.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","10","2013","17","10","2013","0"
"15593","miiCard","|Health Care|Recruiting|Virtual Currency|Consumer Lending|Payments|Financial Services|Identity Management|Security|","Health Care",5278274,"operating","NY","New York City","New York",5,"1","1","Q1","2010",3568274,0,0,1710000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"15","9","2011","11","4","2014","0"
"15594","Milabra","|Advertising|Internet|Media|","Internet",1912500,"operating","NY","New York City","New York",1,"1","10","Q4","2009",0,0,0,0,0,1912500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25","9","2010","25","9","2010","0"
"15597","MileIQ","|Small and Medium Businesses|Mobile|","Mobile",3e+06,"operating","CA","SF Bay Area","San Francisco",1,"11","10","Q4","2012",3e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","9","2014","16","9","2014","0"
"15598","MilePoint","|Forums|Social Media|Travel|","Forums",1e+06,"operating","CO","Colorado Springs","Colorado Springs",1,"1","2","Q1","2011",1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","2","2011","1","2","2011","0"
"15599","Miles Electric Vehicles","|Automotive|","Automotive",5.6e+07,"operating","CA","Los Angeles","Santa Monica",3,"1","1","Q1","2004",0,5.6e+07,0,0,0,0,0,0,0,0,0,0,0,0,4e+07,0,0,0,0,0,0,"22","2","2008","28","12","2009","0"
"15601","Milestone Scientific","|Biotechnology|","Biotechnology",10150000,"operating","NJ","Newark","Livingston",2,"1","1","Q1","1995",0,1e+07,0,0,0,0,0,0,0,150000,0,0,0,0,0,0,0,0,0,0,0,"19","11","2013","20","5","2014","1"
"15602","Milestone Software","|CRM|Databases|Design|Web Development|Web Design|E-Commerce|Mobile|Apps|iPhone|iOS|Software|","iOS",327000,"operating","VA","VA - Other","Lorton",2,"1","5","Q2","2012",0,327000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","2","2010","8","2","2012","0"
"15603","Milestone Sports Ltd.","|Health and Wellness|","Health and Wellness",7e+05,"operating","MD","Baltimore","Columbia",1,"12","11","Q4","2013",7e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","12","2013","16","12","2013","0"
"15604","MileWise","|Travel|","Travel",2460000,"acquired","NY","New York City","New York",3,"1","1","Q1","2010",1500000,0,0,0,0,960000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","8","2010","23","1","2013","1"
"15608","Milk","|Apps|Mobile|","Apps",1700000,"acquired","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2011",0,0,0,0,0,0,1700000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2011","7","11","2011","1"
"15609","Mill Creek Life Sciences","|Hospitality|","Hospitality",625000,"operating","MN","Rochester, Minnesota","Rochester",1,"1","1","Q1","2010",0,625000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"17","9","2012","17","9","2012","0"
"15610","Mill River Labs","|Curated Web|","Curated Web",9e+05,"acquired","CA","SF Bay Area","Mountain View",1,"16","5","Q2","2007",0,0,0,0,0,0,9e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2008","1","1","2008","1"
"15611","Mill33","|Email|Advertising|","Email",495000,"operating","NH","Manchester, New Hampshire","Manchester",3,"1","9","Q3","2011",395000,0,0,0,0,0,1e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","9","2011","20","12","2012","0"
"15612","Millennial Media","|App Marketing|Mobile Advertising|Mobile|Advertising|","Advertising",240245382,"operating","MD","Baltimore","Baltimore",5,"1","5","Q2","2006",0,240245382,0,0,0,0,0,0,0,0,0,0,0,6300000,1.5e+07,1.6e+07,27500000,175445382,0,0,0,"16","1","2007","21","11","2013","0"
"15618","Millennium MusicMedia","|Entertainment|Publishing|Public Relations|","Public Relations",2e+05,"operating","NY","New York City","Brooklyn",1,"7","7","Q3","2014",0,0,2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","7","2014","7","7","2014","0"
"15621","Million Dollar Earth","|Internet Marketing|Web Tools|Video Streaming|Social Media|Advertising|","Advertising",30000,"closed","WA","Seattle","Puyallup",1,"1","3","Q1","2011",30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"7","3","2011","7","3","2011","0"
"15622","Milo","|Software|Reviews and Recommendations|Comparison Shopping|Local|Real Time|Shopping|Curated Web|","Reviews and Recommendations",4950000,"acquired","CA","SF Bay Area","Palo Alto",2,"1","1","Q1","2008",950000,4e+06,0,0,0,0,0,0,0,0,0,0,0,4e+06,0,0,0,0,0,0,0,"1","11","2008","24","11","2009","1"
"15623","Milyoni","|Social Buying|Games|","Social Buying",30143747,"operating","CA","SF Bay Area","Pleasanton",3,"1","3","Q1","2009",0,30143747,0,0,0,0,0,0,0,0,0,0,0,3e+06,1.1e+07,0,0,0,0,0,0,"25","5","2011","12","9","2014","0"
"15624","MiMedia","|Curated Web|","Curated Web",5428197,"operating","NY","New York City","Brooklyn",3,"1","1","Q1","2009",0,5428197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"18","5","2010","23","3","2013","0"
"15626","Mimeo","|Curated Web|","Curated Web",2.5e+07,"operating","NY","New York City","New York",2,"1","1","Q1","1998",0,2.5e+07,0,0,0,0,0,0,0,0,0,0,0,2.5e+07,0,0,0,0,0,0,0,"1","1","2005","1","9","2007","0"
"15628","Mimoco","|Hardware + Software|","Hardware + Software",1500000,"operating","MA","Boston","Boston",3,"1","1","Q1","2005",0,1500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2009","28","3","2011","0"
"15629","Mimosa","|Networking|Mobile|","Mobile",2e+07,"operating","CA","SF Bay Area","Campbell",1,"1","1","Q1","2012",0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,2e+07,0,0,0,0,0,"21","5","2014","21","5","2014","0"
"15630","Mimosa Systems","|Software|","Software",55420776,"acquired","CA","SF Bay Area","Santa Clara",7,"29","8","Q3","2003",0,51420776,0,0,0,4e+06,0,0,0,0,0,0,0,0,1.1e+07,1.7e+07,1.7e+07,3e+06,0,0,0,"5","12","2005","12","1","2010","1"
"15631","Mimvi","|Search|","Search",425000,"operating","CA","SF Bay Area","Sunnyvale",1,"1","1","Q1","2010",0,0,0,0,0,425000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28","5","2013","28","5","2013","0"
"15632","Minbox","|Mac|Messaging|Cloud Data Services|File Sharing|Software|","Mac",8e+05,"operating","CA","SF Bay Area","San Francisco",2,"1","4","Q2","2012",8e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","5","2012","1","3","2014","0"
"15633","Minco Technology Labs","|Semiconductors|","Semiconductors",5500000,"operating","TX","Austin","Austin",1,"1","1","Q1","1981",0,5500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"26","5","2010","26","5","2010","0"
"15637","Mind Technologies","|Software|","Software",984625,"operating","CA","CA - Other","Cardiff By The Sea",1,"1","1","Q1","2004",0,984625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","9","2009","9","9","2009","0"
"15638","Mind-Alliance Systems","|Knowledge Management|Collaboration|Software|","Software",2500000,"operating","NJ","Newark","Roseland",1,"15","2","Q1","2005",0,0,0,0,0,0,2500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2007","1","1","2007","0"
"15639","Mindbloom","|Mobile|","Mobile",3200000,"acquired","WA","Seattle","Seattle",2,"1","1","Q1","2008",1800000,0,0,0,0,0,1400000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"22","10","2008","1","9","2011","1"
"15640","MINDBODY","|Software|","Software",1.08e+08,"operating","CA","San Luis Obispo","San Luis Obispo",5,"1","1","Q1","2001",0,5.8e+07,0,0,0,0,0,0,5e+07,0,0,0,0,0,0,0,0,0,0,0,0,"1","10","2005","20","2","2014","0"
"15641","MindBodyGreen","|Health and Wellness|","Health and Wellness",1870000,"operating","NY","New York City","Brooklyn",1,"1","1","Q1","2009",0,1870000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","3","2014","2","3","2014","0"
"15643","MindChild Medical","|Health Care|","Health Care",1736831,"operating","MA","Boston","North Andover",6,"1","1","Q1","2008",0,1611831,0,0,0,125000,0,0,0,0,0,0,0,373080,0,0,0,0,0,0,0,"25","5","2010","8","8","2013","0"
"15644","MindEdge","|Education|","Education",2e+05,"operating","MA","Boston","Waltham",1,"1","1","Q1","1998",2e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","1998","1","1","1998","0"
"15645","Mindflash","|Software|Systems|Education|Curated Web|","Software",7500000,"operating","CA","SF Bay Area","Palo Alto",2,"1","1","Q1","1999",0,7500000,0,0,0,0,0,0,0,0,0,0,0,0,4e+06,0,0,0,0,0,0,"2","6","2011","21","2","2013","0"
"15646","Mindframe","|Biotechnology|","Biotechnology",15587572,"operating","CA","Anaheim","Irvine",3,"1","1","Q1","2007",0,13587672,0,0,1999900,0,0,0,0,0,0,0,0,6500000,0,0,0,0,0,0,0,"16","8","2010","18","5","2012","0"
"15647","Mindie","|Music|","Music",1200000,"operating","CA","SF Bay Area","San Francisco",1,"1","10","Q4","2013",0,1200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","1","2014","16","1","2014","0"
"15648","Mindjet","|Chat|Document Management|Video Conferencing|Collaboration|Software|","Chat",2.5e+07,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","1995",0,1.5e+07,0,0,0,1e+07,0,0,0,0,0,0,0,0,1.5e+07,0,0,0,0,0,0,"3","5","2005","10","11","2014","0"
"15649","MindJolt","|Social Network Media|Facebook Applications|Networking|Social Games|Games|","Facebook Applications",2.2e+07,"operating","CA","SF Bay Area","San Francisco",1,"1","10","Q4","2007",0,2.2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"3","3","2010","3","3","2010","0"
"15650","MindMixer","|Communities|Government Innovation|SaaS|","Government Innovation",23200000,"operating","MO","Kansas City","Kansas City",4,"10","1","Q1","2010",3e+05,22900000,0,0,0,0,0,0,0,0,0,0,0,1900000,4e+06,1.7e+07,0,0,0,0,0,"1","3","2011","2","9","2014","0"
"15651","MindOps","|Image Recognition|Augmented Reality|Artificial Intelligence|","Artificial Intelligence",69000,"operating","CA","SF Bay Area","San Francisco",2,"1","1","Q1","2014",44000,0,0,0,0,0,0,25000,0,0,0,0,0,0,0,0,0,0,0,0,0,"19","2","2014","1","4","2014","0"
"15652","Mindoula Health","|Fitness|Hospitals|Health Care|Health and Wellness|","Health and Wellness",175000,"operating","MD","Washington, D.C.","Bethesda",1,"1","1","Q1","2013",0,0,0,0,175000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","5","2014","27","5","2014","0"
"15653","MindQuilt","|Knowledge Management|Enterprise Software|","Enterprise Software",1e+06,"operating","TX","Austin","Austin",3,"1","3","Q1","2012",0,4e+05,0,0,0,0,6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","4","2012","28","10","2013","0"
"15657","MindShare Networks","|Software|","Software",235000,"operating","ID","ID - Other","Eagle",2,"1","1","Q1","2011",0,235000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"5","1","2012","18","5","2012","0"
"15658","Mindshare Technologies","|Automotive|Beauty|Finance|Travel|Hospitality|Retail|Restaurants|Enterprise Software|","Enterprise Software",2e+07,"operating","UT","Salt Lake City","Salt Lake City",1,"1","1","Q1","1996",0,2e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"4","10","2011","4","10","2011","0"
"15659","mindSHIFT Technologies","|Enterprise Software|","Enterprise Software",19097622,"acquired","MA","Boston","Waltham",2,"1","1","Q1","1999",0,19097622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"29","8","2006","11","1","2011","1"
"15660","MindSnacks","|Language Learning|Games|","Language Learning",7700000,"operating","CA","SF Bay Area","San Francisco",2,"1","5","Q2","2010",1200000,6500000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","3","2011","2","8","2012","0"
"15662","MindTickle","|Sales Automation|Training|Human Resources|SaaS|Gamification|Enterprise Software|","Sales Automation",1800000,"operating","CA","SF Bay Area","Mountain View",1,"1","8","Q3","2011",1800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"10","10","2014","10","10","2014","0"
"15663","Mine","|Mobile|","Mobile",6e+05,"closed","CA","SF Bay Area","Palo Alto",1,"1","1","Q1","2011",0,6e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","10","2012","1","10","2012","0"
"15664","MiNeeds","|Local|Service Providers|Curated Web|","Local",5500000,"operating","WA","Seattle","Seattle",3,"1","1","Q1","2008",5e+05,4e+06,0,0,0,0,1e+06,0,0,0,0,0,0,4e+06,0,0,0,0,0,0,0,"1","7","2008","1","1","2011","0"
"15666","Mineful","|Enterprise Software|Business Intelligence|Analytics|Advertising|","Enterprise Software",25000,"operating","IL","Chicago","Chicago",1,"1","8","Q3","2009",25000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","9","2011","23","9","2011","0"
"15667","Minekey","|Curated Web|","Curated Web",3600000,"closed","CA","SF Bay Area","Sunnyvale",2,"1","1","Q1","2005",6e+05,3e+06,0,0,0,0,0,0,0,0,0,0,0,3e+06,0,0,0,0,0,0,0,"1","12","2006","1","8","2007","0"
"15668","Miner","|Mobile|","Mobile",75000,"operating","NY","New York City","New York",2,"1","1","Q1","2012",0,0,0,0,0,75000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","12","2012","10","5","2013","0"
"15670","MineralTree","|Analytics|","Analytics",7800000,"operating","MA","Boston","Cambridge",2,"1","1","Q1","2010",0,7800000,0,0,0,0,0,0,0,0,0,0,0,6300000,0,0,0,0,0,0,0,"9","11","2011","27","6","2012","0"
"15671","Minerva Biotechnologies","|Biotechnology|","Biotechnology",8205632,"operating","MA","Boston","Waltham",3,"1","1","Q1","1999",0,8205632,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","2","2010","24","10","2014","0"
"15672","Minerva Surgical","|Health and Wellness|Health Care|Medical Devices|","Health and Wellness",4.5e+07,"operating","CA","SF Bay Area","Cupertino",2,"1","1","Q1","2008",0,4.5e+07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","12","2012","23","9","2014","0"
"15673","Minerva Worldwide","|Software|","Software",840000,"closed","WA","Seattle","Bellevue",1,"1","1","Q1","2011",0,840000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"24","10","2011","24","10","2011","0"
"15675","Minetta Brook","|Analytics|","Analytics",2213000,"operating","WA","Seattle","Kirkland",3,"1","1","Q1","2011",2e+06,0,0,0,0,213000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"30","11","2012","27","3","2014","0"
"15677","Minggl","|Social Media|","Social Media",1e+06,"closed","TX","Austin","Austin",1,"1","1","Q1","2005",0,0,0,0,0,0,1e+06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"1","1","2005","1","1","2005","0"
"15678","Mingle360","|Networking|Software|","Software",165000,"operating","VA","Washington, D.C.","Fairfax",2,"20","7","Q3","2006",0,165000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16","9","2010","19","4","2011","0"
"15679","Mingleplay","|Virtual Currency|Virtual Goods|iPhone|Social Games|Games|","Virtual Currency",3e+05,"closed","TN","Nashville","Murfreesboro",1,"27","1","Q1","2010",0,0,0,0,0,0,3e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"27","1","2010","27","1","2010","0"
"15680","Mingly","|Social Media|","Social Media",5e+05,"operating","CA","SF Bay Area","San Francisco",1,"1","1","Q1","2010",5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"9","11","2011","9","11","2011","0"
"15681","Mingyian","|Public Relations|","Public Relations",5e+05,"operating","NY","New York City","New York",1,"1","1","Q1","2011",5e+05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"2","7","2013","2","7","2013","0"
"15683","Minimally invasive devices","|Enterprise Software|","Enterprise Software",14850000,"operating","OH","Columbus, Ohio","Columbus",5,"1","1","Q1","2009",0,14850000,0,0,0,0,0,0,0,0,0,0,0,0,11500000,0,0,0,0,0,0,"1","2","2007","17","6","2013","0"
"15684","Minimus Spine","|Biotechnology|","Biotechnology",2040250,"operating","TX","Austin","Austin",2,"1","1","Q1","2006",0,2040250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11","1","2011","15","11","2012","0"
"15685","Ministry of Supply","|Retail|Fashion|E-Commerce|Manufacturing|","Retail",5312271,"operating","MA","Boston","Boston",4,"1","1","Q1","2010",1150000,3812271,0,0,0,350000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"23","10","2012","28","1","2014","0"
